SAM id,Bacteria,Animals,Fungi,Plants,Viruses
WEM361,0.6624138046069306,0.09575355673148986,0.06803940719435296,0.02480571045614485,0.005768984951292605
WEM362,0.5929597328344695,0.12600318624471302,0.08120659966359353,0.048510394306855685,0.0012583489228279192
WEM363,0.5772944572145339,0.1131004927109301,0.10738167834188787,0.03359909690575269,0.004377449033986247
WEM364,0.4543505732151033,0.15061340179286725,0.1316975721032947,0.10198143957459667,0.012680131461444963
WEM365,0.5808858706621337,0.10783310834490586,0.12427051083466291,0.03710575059219668,0.002510952703749154
WEM366,0.4830347238851407,0.15800597254690146,0.11593097960722075,0.07767940459226791,0.009620933336626359
WEM367,0.5693693811792281,0.11389600413193889,0.10563160199151064,0.04662536475634407,0.010657046450229276
WEM368,0.4993624414493047,0.13183699204110488,0.10644522289846821,0.10835054662999724,0.007538365262234184
WEM369,0.4561914577400783,0.15978318546463594,0.19682909890574357,0.04552063895816313,0.012009179166019015
WEM370,0.5583106858521844,0.11438810452799267,0.12886792665599134,0.03740099949630498,0.007998037844786757
WEM371,0.5287748486508089,0.315889619638935,0.0150108110631505,0.0646436187888844,0.0010203535566551598
WEM372,0.7196172248803828,0.16555023923444975,0.07751196172248803,0.014354066985645933,0.0028708133971291866
WEM373,0.656606863316481,0.0706987627433152,0.07507705547912062,0.024077827888683994,0.002131957559515517
WEM374,0.6436974441224843,0.04865260035790584,0.19650714408552322,0.01221010094614071,0.0005652091633681142
WEM375,0.6249197992550574,0.08033636640829361,0.174175249995044,0.017479435726595934,0.0005730085592563539
WEM376,0.8304510398917444,0.052716162911353226,0.012011976195582894,0.019652450982076745,0.0010954527692880244
WEM377,0.6038186808393652,0.15636488306964766,0.04549714688957861,0.08214386682469568,0.00048665575685980503
WEM378,0.6241177993372591,0.13874246343702754,0.04167923766525221,0.07724461347144951,0.000721402106720902
WEM379,0.7403198179313649,0.05830377803307072,0.015048538931871268,0.06740720978727806,0.0023496872056493544
WEM380,0.6152797293999849,0.2160428954874755,0.008213080683567948,0.017388533156074616,0.00012137454037544069
WEM381,0.6903625046216584,0.09691513513825246,0.009768439696088715,0.034851949939349744,0.00011486062616182245
WEM382,0.7882929023711601,0.04469815278134213,0.006086966816038403,0.013965752384292752,0.0005471769022724395
WEM383,0.7814628042281709,0.0863052767916278,0.0035744547093313054,0.013443804839389163,0.0006718290435589426
WEM384,0.5098856123539139,0.16438873010080132,0.011539939319262822,0.13464487074328482,0.0
WEM385,0.6841968238126301,0.07629174679732854,0.073688271197049,0.0217065108563611,0.011760969751049583
WEM386,0.8401183689771613,0.037827758095722225,0.005101225705052726,0.007165680258523655,0.0001475721910709747
WEM387,0.6942825172401429,0.13349246353774505,0.010371972766350747,0.030023594395509397,0.0
WEM388,0.8564297991872728,0.02777608391467883,0.0015980722202479955,0.00849595003173949,0.001339203211470981
WEM389,0.7917001188496017,0.05870343456135439,0.02530237342380176,0.010504671640234296,0.004794126688734814
WEM390,0.5076536456544924,0.3179013096716781,0.020963506954639784,0.030417930888543172,0.0036808661472249125
WEM391,0.6834323858074188,0.1067762956825985,0.019926312785426635,0.051970333508522065,0.005986327182836992
WEM392,0.7002255763237035,0.06304184658581574,0.08319481711300797,0.008817633646628156,0.015933163771247174
WEM393,0.6862771437206913,0.049543564640121295,0.14122898150179236,0.01104254894997717,0.0
WEM394,0.6762416266246836,0.06757454506909721,0.12717044456193127,0.01471977765075327,0.0
WEM395,0.7200939310171817,0.09181464480334964,0.058741842553136074,0.021012929680369052,0.00010875453439008013
WEM396,0.679096498085115,0.05540691252047713,0.13580332933855177,0.011925285640153792,0.0
WEM397,0.5981672829773824,0.12424354913386758,0.13700658599217186,0.023394651660367582,0.0
WEM398,0.5940432212702575,0.10037776428296734,0.10270319230304738,0.0598611423975634,0.0
WEM399,0.710114937565493,0.05929130847200408,0.06379090698294188,0.040481079681725755,0.0002948753846531249
WEM400,0.46456347724020275,0.056163058986305345,0.33792793477970373,0.013775848068798014,0.0
WEM401,0.6483245145181923,0.11261381098861019,0.01280529504367392,0.026712562051293055,0.01032753428074137
WEM402,0.6820757176279587,0.09138747455015228,0.01030335228528908,0.021887693988061258,0.009422960794860203
WEM403,0.4814660708558388,0.053726955547372314,0.3291353089514334,0.009416874642310911,0.0
WEM404,0.5849499413701523,0.13065355778340348,0.10856617018963455,0.042300124636960874,0.0017353561277897711
WEM405,0.3967788970199022,0.04197254755954528,0.4368453417595897,0.008424535685871159,0.0
WEM406,0.8044798319009839,0.09229832760737462,0.0122085005554008,0.010593883369271032,0.00981597834796634
WEM407,0.8118962558400805,0.0410208958092516,0.0237516293087392,0.016758076156594266,0.000442249552487485
WEM408,0.692723016461438,0.12858849696888988,0.05540448842207956,0.017620913350575584,0.0085285555785818
WEM409,0.6355747828860828,0.09354832750806243,0.11811358271944435,0.03938006287818654,0.008640581106271193
WEM410,0.5374118766489339,0.3380044115738939,0.02065222092470049,0.00988279053674149,0.0006055101422948834
WEM411,0.763538347414272,0.058617936387289155,0.05347068947876166,0.013958948460841348,0.010590394509895636
WEM412,0.6667081990482221,0.07051957911114591,0.10148820693286167,0.019455340640928312,0.0008025919813245563
WEM413,0.11478338550907734,0.7443064961123652,0.036198664177094074,0.02108070364487052,0.0
WEM414,0.4944590859296972,0.18928291559837548,0.034413584552962076,0.10685858384260213,0.000626863363595874
WEM415,0.545291910899992,0.08135913054611431,0.14978724862703974,0.0662263724700399,0.0
WEM416,0.6389702992167933,0.09846607132995709,0.09074802574089534,0.04914565175726115,0.00810006594398984
WEM417,0.6093433068981763,0.20683967189850525,0.055319992564422174,0.027010575387442615,0.008492101023186729
WEM418,0.6529137402305765,0.09783693702240087,0.07666485499514651,0.02167937702232806,0.0008064534072403617
WEM419,0.8234709796066693,0.07835124722401926,0.030789501043274273,0.0046479913288998,0.002707458715911751
WEM420,0.8443583588666714,0.05108548373512054,0.04185688901318248,0.004123153688207891,0.003268226387692972
WEM421,0.7575523052144728,0.05060351019135257,0.10169524837411358,0.010756504782187318,0.016799025782759238
WEM422,0.7298221241041118,0.09100633760156879,0.0627333819367065,0.015516095930999322,0.0032174407748612904
WEM423,0.755944439537554,0.056829539273976486,0.07878503326096961,0.012944118781872191,0.004016418972001283
WEM424,0.7201549672382074,0.11549670960460523,0.04151907357432429,0.02359707721962549,0.020775885341758005
WEM425,0.6752955590445369,0.19808812454854227,0.0671186703907632,0.003120400321503961,0.010692622098840629
WEM426,0.7403231144105638,0.051445036169483545,0.14297123443950577,0.004524738832568036,0.010354443238824791
WEM427,0.6413406630603072,0.11069547143952217,0.06299556184452079,0.09449374717294814,0.002933157928898521
WEM428,0.8879864917336152,0.019529770907525335,0.03490419901982563,0.010558472004242668,0.004848277961131838
WEM429,0.7946932632903213,0.043564910745492985,0.06857762764633153,0.0071418508777824985,0.00017405774724284375
WEM430,0.36246768637666504,0.5609074927868443,0.0219156442106917,0.002372646038319976,0.0
WEM431,0.7659863393742952,0.06153284968570784,0.06659034602020823,0.009637272339133354,0.0001933981655915385
WEM432,0.8729354985137568,0.027188028055584026,0.022449972910840058,0.003489552369935425,0.0042663230492144145
WEM433,0.7285372511413931,0.09521177987782758,0.024916944940416453,0.01384509265914926,0.0022025590488010016
WEM434,0.7589333182493259,0.07052834093089201,0.010587256101194835,0.014583002949798874,0.0
WEM435,0.8405344811787032,0.038831748457363285,0.02432029472008542,0.006790855248683353,0.005689461995071176
WEM436,0.5771652083525796,0.32230959747263266,0.020930467860843967,0.00652115576654657,0.0019545996439212406
WEM437,0.7339224867840519,0.0582809080793592,0.030349664827555488,0.014809739013379678,0.0020940544936697897
WEM438,0.7542132792185133,0.04737717443419167,0.02050169803676678,0.012088825404478974,0.006310334232729376
WEM439,0.17381705627365435,0.1082420242586586,0.5529512870374991,0.05998343744863291,0.0
WEM440,0.7112770454853656,0.0504665896033018,0.06415550331737117,0.021127393673645557,0.00044211450715323126
WEM441,0.77332158690151,0.06331375493153651,0.02505864838658677,0.011914281510427852,0.0014549003731380793
WEM442,0.7886341908330677,0.0445886240261096,0.02991330452412611,0.012527678267271788,0.003106078504631817
WEM443,0.657951797786402,0.16545693245295867,0.02300492339156285,0.024462907450771267,0.004075803560284282
WEM444,0.7655800023952457,0.05359417717362597,0.01933312236136326,0.013620064861983881,0.004824595841948683
WEM445,0.7800595506110366,0.05820992770230281,0.011034392091124088,0.027065526379533775,0.00834965445139132
WEM446,0.7527297220794849,0.06141001878558883,0.011074006356076593,0.02380999169219564,0.002299593557291447
WEM447,0.6944709077017444,0.11182152484081449,0.011082402303110124,0.0204197600921767,0.003879502279437159
WEM448,0.7240904679146274,0.07952972683332953,0.02003975823342148,0.014760543050949882,0.009901082645607193
WEM449,0.781783627796412,0.04498973514125644,0.04136564502811071,0.01594002082504698,0.007907576721334861
WEM450,0.773072231659085,0.05733704724314227,0.051204934755738396,0.007892850470137425,0.0024886490964639595
WEM451,0.8635544681386044,0.02799691020974989,0.02301783531684778,0.004586978364072938,0.004194011798567369
WEM452,0.7456200088868044,0.08700783149631568,0.04112183561880547,0.014215492662215036,0.00145999703773189
WEM453,0.7794349145287119,0.05131389241559224,0.044766694089429106,0.013940915809912253,0.0034974781542108286
WEM454,0.7693617773509387,0.07587427624609677,0.03248070319394956,0.014330953910612683,0.0015871796123357084
WEM455,0.8807397714828488,0.023761471078047436,0.022174076143276315,0.005453412208550636,0.0034718416721688634
WEM456,0.7435598893901907,0.09382521858871735,0.034223726353692877,0.028647818489180736,0.0002256875710521468
WEM457,0.748969026982602,0.07843535448999836,0.0338029318010416,0.031103196237657962,0.002427227858965981
WEM458,0.7532024873282124,0.07984490777028792,0.02726822385953911,0.029735486230861682,0.00602017035062967
WEM459,0.7889698479029859,0.0393720795247557,0.03794485735415603,0.014234830712675514,0.0
WEM460,0.8125152417607137,0.028031736348660144,0.030468234168769877,0.012365572220285028,0.0001186582446005039
WEM461,0.7792754003471427,0.02771329875886036,0.09512728431003643,0.014668827413049135,0.004458731313826659
WEM462,0.48020791097504967,0.09532027745194992,0.05895322144148947,0.24885925278289792,0.005394754320969432
WEM463,0.5512570974160094,0.18018570868751485,0.03520913550143657,0.10250804322551008,0.009304554233809928
WEM464,0.7497579860053373,0.03615059635920466,0.10346553490443858,0.022492820733338668,0.0035415247120051214
WEM465,0.6393665940717155,0.13388162544238155,0.07561884275431822,0.029726901854307222,0.0038399759157703725
WEM466,0.7267683020919826,0.06617462457718243,0.0832094885040157,0.03515539847112104,0.0051555576783181845
WEM467,0.7263291727245393,0.0730266020079586,0.10940560033753569,0.013999240453095535,0.0
WEM468,0.6348698276613907,0.14435664392956343,0.047335768255973444,0.0261633054339122,0.00039140236215686223
WEM469,0.5620028646647707,0.06151290239818279,0.260549894900286,0.026329680727811573,0.001338621837225129
WEM470,0.3975645348462852,0.09461172401534595,0.37936043513132855,0.04286840432188999,0.00042926334034810754
WEM471,0.37245946667519864,0.11112421078216149,0.38510980556533175,0.0450222848258041,0.0002059501304933366
WEM472,0.32115690319199663,0.44628068926632186,0.028105472365537957,0.06810846391758592,0.0016925607420322079
WEM473,0.35277986277174295,0.3692541364265033,0.031401032234781794,0.11730681407031436,0.0014312514707345906
WEM474,0.43228789167791315,0.2331132598492865,0.0732289682064402,0.13279620709709203,0.00047445241955299607
WEM475,0.5776535763524949,0.11599729699761709,0.06060583237619433,0.1133884394345453,0.0006483439926190461
WEM476,0.8624707616744457,0.05298790518642913,0.012351452170169197,0.011256621463287158,0.0032091204297712557
WEM477,0.4848379667838961,0.14723201900950716,0.13080304802781342,0.09716220326001096,0.001224426788813029
WEM478,0.3868203359918644,0.10730260371741104,0.1120867556431818,0.2936580862825748,0.005836339583784802
WEM479,0.39465439251537354,0.38487396708986,0.01619299167708214,0.05622199812539451,0.0007206704894056768
WEM480,0.49677895453495874,0.29729996516544827,0.019815384810707142,0.04240880528596469,0.0006286089270085214
WEM481,0.8183417592571472,0.07166776482699348,0.05203446573675225,0.002463264707996228,0.0068750718179638945
WEM482,0.8320878619962678,0.03788017388579253,0.07178951371310827,0.0036155808507620664,0.00615809387082929
WEM483,0.6932912651012181,0.08920891967196766,0.06577953785566355,0.04679421714544792,0.004060612414232968
WEM484,0.6091863279393693,0.12065261605055741,0.04437587364784002,0.13853893461397643,0.0007564930238295303
WEM485,0.6925835279057414,0.06975978040475442,0.06796729301015163,0.04378300974848168,0.0033384700330668015
WEM486,0.6906869410639319,0.061709178683979876,0.07337903950944129,0.05229091610610348,0.0017783153666073228
WEM487,0.7771326335788877,0.0682798362915294,0.029927838211367457,0.028258548967993787,0.0031792655002987314
WEM488,0.8143598029648353,0.05621130523434648,0.03435331656954041,0.010039369219872803,0.00937225946162919
WEM489,0.8499173346953002,0.02855021255883528,0.04352160561785883,0.006436311714654605,0.003044788722099664
WEM490,0.8471408517809561,0.022779932394755304,0.041486737537200565,0.005251383012782369,0.0014476421195340743
WEM491,0.7989146007521667,0.03160867307281727,0.06760623906931235,0.014983291186885815,0.0014737237449789103
WEM492,0.8354158531443646,0.01993448239163202,0.05385503047169993,0.006534639171607143,0.0011769199174969215
WEM493,0.7540285586922552,0.05129700181369595,0.09082571981341012,0.020692218532520186,0.0021426355123224635
WEM494,0.7682334628279496,0.04347720257763629,0.09576392954073759,0.01227573282180541,0.0021230847939777745
WEM495,0.7433745727265819,0.06200541795358577,0.0948692705842717,0.01710344861259923,0.002491849724265407
WEM496,0.7659552006833413,0.04091979730966472,0.09836839418003859,0.011161696279193735,0.0015395650763781626
WEM497,0.7780095373172893,0.045629494028856576,0.08101562185459388,0.012239812005685493,0.0027147259664853556
WEM498,0.636475255492904,0.11047141156354377,0.09686174636830071,0.04132252722592228,0.0025129415918774206
WEM499,0.5339977257885232,0.24276012112534168,0.05807099443695908,0.04056588695885131,0.0014863923944918494
WEM500,0.6418011273215374,0.15751633815448296,0.039292333275879394,0.039650289176579374,0.0017271543315800946
WEM501,0.475672629126756,0.19825102516550175,0.09717567779588139,0.09043429316998566,0.0008501487855003832
WEM502,0.675365517333946,0.1394820304746475,0.049134131715724706,0.023598448870603153,0.002324503123023684
WEM503,0.517272775071381,0.2983961722838051,0.054811688890616106,0.023450751072716092,0.0009064536703235408
WEM504,0.5500582623379867,0.21763356084423377,0.034931448087876765,0.06795647428692436,0.0029625285746089146
WEM505,0.7342953325981447,0.0994401328193361,0.05363889397621446,0.00883990494448841,0.009294123774911326
WEM506,0.4616774169707734,0.19601040911603435,0.03390165126929319,0.18406346611383137,0.0005787594429059712
WEM507,0.574892966174926,0.1885814165614763,0.031204629591954927,0.06589461071459138,0.0014364194213758355
WEM508,0.7188660134760115,0.12242637226115739,0.05855456404268842,0.00958102430340869,0.0025109208607852667
WEM509,0.5388675833710028,0.30817013954709166,0.01803759168258505,0.018722932676183673,0.0
